=== TRAIN データセット合成ログ ===
生成時刻: 2025-08-02 17:13:18
目標画像数: 600
      クロップ効率: 0.389
    吹き出し14: 023.png
      元サイズ: 1024x1024
      クロップ後: 627x940
      最終サイズ: 131x196
      配置位置: (1219,751)
      スケール値: 0.128
      画面幅比: 0.085
      クロップ効率: 0.562
    吹き出し15: 065.png
      元サイズ: 1024x1024
      クロップ後: 644x797
      最終サイズ: 146x181
      配置位置: (627,16)
      スケール値: 0.130
      画面幅比: 0.095
      クロップ効率: 0.489
    吹き出し16: 019.png
      元サイズ: 1024x1024
      クロップ後: 800x813
      最終サイズ: 158x160
      配置位置: (1211,335)
      スケール値: 0.127
      画面幅比: 0.103
      クロップ効率: 0.620
    吹き出し17: 011.png
      元サイズ: 1024x1024
      クロップ後: 563x855
      最終サイズ: 109x166
      配置位置: (151,758)
      スケール値: 0.107
      画面幅比: 0.071
      クロップ効率: 0.459

画像 005.png:
  背景ファイル: 005.png
  背景サイズ: 1024x1024
  配置した吹き出し数: 15
  合成成功数: 15
    吹き出し1: 066.png
      元サイズ: 1024x1024
      クロップ後: 764x859
      最終サイズ: 99x111
      配置位置: (196,583)
      スケール値: 0.103
      画面幅比: 0.097
      クロップ効率: 0.626
    吹き出し2: 037.png
      元サイズ: 1024x1024
      クロップ後: 532x886
      最終サイズ: 70x116
      配置位置: (585,449)
      スケール値: 0.088
      画面幅比: 0.068
      クロップ効率: 0.450
    吹き出し3: 038.png
      元サイズ: 1024x1024
      クロップ後: 605x855
      最終サイズ: 88x124
      配置位置: (936,823)
      スケール値: 0.103
      画面幅比: 0.086
      クロップ効率: 0.493
    吹き出し4: 058.png
      元サイズ: 1024x1024
      クロップ後: 731x601
      最終サイズ: 146x120
      配置位置: (607,16)
      スケール値: 0.130
      画面幅比: 0.143
      クロップ効率: 0.419
    吹き出し5: 034.png
      元サイズ: 1024x1024
      クロップ後: 770x871
      最終サイズ: 125x141
      配置位置: (401,206)
      スケール値: 0.130
      画面幅比: 0.122
      クロップ効率: 0.640
    吹き出し6: 044.png
      元サイズ: 1024x1024
      クロップ後: 856x767
      最終サイズ: 140x126
      配置位置: (347,868)
      スケール値: 0.130
      画面幅比: 0.137
      クロップ効率: 0.626
    吹き出し7: 030.png
      元サイズ: 1024x1024
      クロップ後: 632x1011
      最終サイズ: 103x165
      配置位置: (909,588)
      スケール値: 0.128
      画面幅比: 0.101
      クロップ効率: 0.609
    吹き出し8: 007.png
      元サイズ: 1024x1024
      クロップ後: 678x805
      最終サイズ: 109x130
      配置位置: (782,789)
      スケール値: 0.117
      画面幅比: 0.106
      クロップ効率: 0.521
    吹き出し9: 041.png
      元サイズ: 1024x1024
      クロップ後: 887x933
      最終サイズ: 108x114
      配置位置: (855,334)
      スケール値: 0.109
      画面幅比: 0.105
      クロップ効率: 0.789
    吹き出し10: 069.png
      元サイズ: 1024x1024
      クロップ後: 507x872
      最終サイズ: 84x144
      配置位置: (891,48)
      スケール値: 0.108
      画面幅比: 0.082
      クロップ効率: 0.422
    吹き出し11: 077.png
      元サイズ: 1024x1024
      クロップ後: 549x903
      最終サイズ: 56x92
      配置位置: (673,708)
      スケール値: 0.071
      画面幅比: 0.055
      クロップ効率: 0.473
    吹き出し12: 045.png
      元サイズ: 1024x1024
      クロップ後: 751x677
      最終サイズ: 120x108
      配置位置: (37,578)
      スケール値: 0.112
      画面幅比: 0.117
      クロップ効率: 0.485
    吹き出し13: 079.png
      元サイズ: 1024x1024
      クロップ後: 816x860
      最終サイズ: 102x107
      配置位置: (406,332)
      スケール値: 0.102
      画面幅比: 0.100
      クロップ効率: 0.669
    吹き出し14: 053.png
      元サイズ: 1024x1024
      クロップ後: 821x838
      最終サイズ: 65x67
      配置位置: (615,653)
      スケール値: 0.065
      画面幅比: 0.063
      クロップ効率: 0.656
    吹き出し15: 096.png
      元サイズ: 1024x1024
      クロップ後: 805x715
      最終サイズ: 140x125
      配置位置: (175,791)
      スケール値: 0.130
      画面幅比: 0.137
      クロップ効率: 0.549

画像 006.png:
  背景ファイル: 006.png
  背景サイズ: 1024x1024
  配置した吹き出し数: 16
  合成成功数: 16
    吹き出し1: 012.png
      元サイズ: 1024x1536
      クロップ後: 659x1422
      最終サイズ: 58x127
      配置位置: (723,482)
      スケール値: 0.085
      画面幅比: 0.057
      クロップ効率: 0.596
    吹き出し2: 009.png
      元サイズ: 1024x1536
      クロップ後: 773x1488
      最終サイズ: 95x184
      配置位置: (624,462)
      スケール値: 0.130
      画面幅比: 0.093
      クロップ効率: 0.731
    吹き出し3: 034.png
      元サイズ: 1024x1024
      クロップ後: 770x871
      最終サイズ: 69x78
      配置位置: (618,179)
      スケール値: 0.072
      画面幅比: 0.067
      クロップ効率: 0.640
    吹き出し4: 011.png
      元サイズ: 1024x1024
      クロップ後: 563x855
      最終サイズ: 74x112
      配置位置: (362,843)
      スケール値: 0.089
      画面幅比: 0.072
      クロップ効率: 0.459
    吹き出し5: 007.png
      元サイズ: 1024x1024
      クロップ後: 678x805
      最終サイズ: 99x117
      配置位置: (433,842)
      スケール値: 0.106
      画面幅比: 0.097
      クロップ効率: 0.521
    吹き出し6: 013.png
      元サイズ: 1024x1536
      クロップ後: 506x1326
      最終サイズ: 57x150
      配置位置: (844,351)
      スケール値: 0.091
      画面幅比: 0.056
      クロップ効率: 0.427
    吹き出し7: 081.png
      元サイズ: 1024x1024
      クロップ後: 733x640
      最終サイズ: 130x114
      配置位置: (469,397)
      スケール値: 0.119
      画面幅比: 0.127
      クロップ効率: 0.447
    吹き出し8: 071.png
      元サイズ: 1024x1024
      クロップ後: 839x898
      最終サイズ: 127x136
      配置位置: (199,99)
      スケール値: 0.129
      画面幅比: 0.124
      クロップ効率: 0.719
    吹き出し9: 049.png
      元サイズ: 1024x1024
      クロップ後: 662x862
      最終サイズ: 93x122
      配置位置: (443,656)
      スケール値: 0.105
      画面幅比: 0.091
      クロップ効率: 0.544
    吹き出し10: 065.png
      元サイズ: 1024x1024
      クロップ後: 644x797
      最終サイズ: 75x93
      配置位置: (880,191)
      スケール値: 0.082
      画面幅比: 0.073
      クロップ効率: 0.489
    吹き出し11: 066.png
      元サイズ: 1024x1024
      クロップ後: 764x859
      最終サイズ: 102x115
      配置位置: (655,649)
      スケール値: 0.106
      画面幅比: 0.100
      クロップ効率: 0.626
    吹き出し12: 016.png
      元サイズ: 1024x1024
      クロップ後: 480x687
      最終サイズ: 99x141
      配置位置: (194,583)
      スケール値: 0.116
      画面幅比: 0.097
      クロップ効率: 0.314
    吹き出し13: 023.png
      元サイズ: 1024x1024
      クロップ後: 627x940
      最終サイズ: 108x162
      配置位置: (368,572)
      スケール値: 0.130
      画面幅比: 0.105
      クロップ効率: 0.562
    吹き出し14: 019.png
      元サイズ: 1024x1024
      クロップ後: 800x813
      最終サイズ: 112x114
      配置位置: (385,51)
      スケール値: 0.111
      画面幅比: 0.109
      クロップ効率: 0.620
    吹き出し15: 051.png
      元サイズ: 1024x1024
      クロップ後: 610x831
      最終サイズ: 88x120
      配置位置: (619,53)
      スケール値: 0.101
      画面幅比: 0.086
      クロップ効率: 0.483
    吹き出し16: 095.png
      元サイズ: 1024x1024
      クロップ後: 799x733
      最終サイズ: 88x81
      配置位置: (169,318)
      スケール値: 0.083
      画面幅比: 0.086
      クロップ効率: 0.559

画像 007.png:
  背景ファイル: 007.png
  背景サイズ: 1024x1024
  配置した吹き出し数: 17
  合成成功数: 17
    吹き出し1: 079.png
      元サイズ: 1024x1024
      クロップ後: 816x860
      最終サイズ: 129x136
      配置位置: (172,415)
      スケール値: 0.130
      画面幅比: 0.126
      クロップ効率: 0.669
    吹き出し2: 045.png
      元サイズ: 1024x1024
      クロップ後: 751x677
      最終サイズ: 87x79
      配置位置: (828,770)
      スケール値: 0.081
      画面幅比: 0.085
      クロップ効率: 0.485
    吹き出し3: 039.png
      元サイズ: 1024x1024
      クロップ後: 801x843
      最終サイズ: 102x107
      配置位置: (479,795)
      スケール値: 0.102
      画面幅比: 0.100
      クロップ効率: 0.644
    吹き出し4: 080.png
      元サイズ: 1024x1024
      クロップ後: 749x728
      最終サイズ: 121x118
      配置位置: (336,899)
      スケール値: 0.117
      画面幅比: 0.118
      クロップ効率: 0.520
    吹き出し5: 069.png
      元サイズ: 1024x1024
      クロップ後: 507x872
      最終サイズ: 69x118
      配置位置: (38,177)
      スケール値: 0.089
      画面幅比: 0.067
      クロップ効率: 0.422
    吹き出し6: 095.png
      元サイズ: 1024x1024
      クロップ後: 799x733
      最終サイズ: 97x89
      配置位置: (853,900)
      スケール値: 0.091
      画面幅比: 0.095
      クロップ効率: 0.559
    吹き出し7: 056.png
      元サイズ: 1024x1024
      クロップ後: 771x485
      最終サイズ: 149x94
      配置位置: (180,595)
      スケール値: 0.116
      画面幅比: 0.146
      クロップ効率: 0.357
    吹き出し8: 044.png
      元サイズ: 1024x1024
      クロップ後: 856x767
      最終サイズ: 120x107
      配置位置: (723,430)
      スケール値: 0.111
      画面幅比: 0.117
      クロップ効率: 0.626
    吹き出し9: 088.png
      元サイズ: 1024x1024
      クロップ後: 702x855
      最終サイズ: 62x75
      配置位置: (657,911)
      スケール値: 0.067
      画面幅比: 0.061
      クロップ効率: 0.572
    吹き出し10: 076.png
      元サイズ: 1024x1024
      クロップ後: 730x779
      最終サイズ: 128x137
      配置位置: (832,121)
      スケール値: 0.130
      画面幅比: 0.125
      クロップ効率: 0.542
    吹き出し11: 066.png
      元サイズ: 1024x1024
      クロップ後: 764x859
      最終サイズ: 122x137
      配置位置: (240,109)
      スケール値: 0.127
      画面幅比: 0.119
      クロップ効率: 0.626
    吹き出し12: 043.png
      元サイズ: 1024x1024
      クロップ後: 734x807
      最終サイズ: 126x139
      配置位置: (654,318)
      スケール値: 0.130
      画面幅比: 0.123
      クロップ効率: 0.565
    吹き出し13: 053.png
      元サイズ: 1024x1024
      クロップ後: 821x838
      最終サイズ: 131x134
      配置位置: (546,665)
      スケール値: 0.130
      画面幅比: 0.128
      クロップ効率: 0.656
    吹き出し14: 011.png
      元サイズ: 1024x1024
      クロップ後: 563x855
      最終サイズ: 108x164
      配置位置: (681,161)
      スケール値: 0.130
      画面幅比: 0.105
      クロップ効率: 0.459
    吹き出し15: 052.png
      元サイズ: 1024x1024
      クロップ後: 776x775
      最終サイズ: 97x97
      配置位置: (99,522)
      スケール値: 0.095
      画面幅比: 0.095
      クロップ効率: 0.574
    吹き出し16: 061.png
      元サイズ: 1024x1024
      クロップ後: 576x734
      最終サイズ: 73x93
      配置位置: (652,780)
      スケール値: 0.081
      画面幅比: 0.071
      クロップ効率: 0.403
    吹き出し17: 012.png
      元サイズ: 1024x1536
      クロップ後: 659x1422
      最終サイズ: 65x141
      配置位置: (485,102)
      スケール値: 0.094
      画面幅比: 0.063
      クロップ効率: 0.596

画像 008.png:
  背景ファイル: 008.png
  背景サイズ: 1024x1024
  配置した吹き出し数: 17
  合成成功数: 17
    吹き出し1: 087.png
      元サイズ: 1024x1024
      クロップ後: 386x818
      最終サイズ: 65x139
      配置位置: (853,182)
      スケール値: 0.094
      画面幅比: 0.063
      クロップ効率: 0.301
    吹き出し2: 028.png
      元サイズ: 1024x1024
      クロップ後: 630x913
      最終サイズ: 77x112
      配置位置: (744,48)
      スケール値: 0.091
      画面幅比: 0.075
      クロップ効率: 0.549
    吹き出し3: 039.png
      元サイズ: 1024x1024
      クロップ後: 801x843
      最終サイズ: 114x120
      配置位置: (367,332)
      スケール値: 0.114
      画面幅比: 0.111
      クロップ効率: 0.644
    吹き出し4: 004.png
      元サイズ: 1024x1024
      クロップ後: 730x969
      最終サイズ: 95x126
      配置位置: (640,487)
      スケール値: 0.107
      画面幅比: 0.093
      クロップ効率: 0.675
    吹き出し5: 058.png
      元サイズ: 1024x1024
      クロップ後: 731x601
      最終サイズ: 146x120
      配置位置: (19,210)
      スケール値: 0.130
      画面幅比: 0.143
      クロップ効率: 0.419
    吹き出し6: 033.png
      元サイズ: 1024x1024
      クロップ後: 753x1003
      最終サイズ: 79x105
      配置位置: (130,296)
      スケール値: 0.089
      画面幅比: 0.077
      クロップ効率: 0.720
    吹き出し7: 017.png
      元サイズ: 1024x1024
      クロップ後: 548x744
      最終サイズ: 100x136
      配置位置: (252,252)
      スケール値: 0.114
      画面幅比: 0.098
      クロップ効率: 0.389
    吹き出し8: 052.png
      元サイズ: 1024x1024
      クロップ後: 776x775
      最終サイズ: 101x101
      配置位置: (395,629)
      スケール値: 0.099
      画面幅比: 0.099
      クロップ効率: 0.574
    吹き出し9: 077.png
      元サイズ: 1024x1024
      クロップ後: 549x903
      最終サイズ: 70x115
      配置位置: (558,598)
      スケール値: 0.088
      画面幅比: 0.068
      クロップ効率: 0.473
    吹き出し10: 086.png
      元サイズ: 1024x1024
      クロップ後: 441x862
      最終サイズ: 95x186
      配置位置: (894,564)
      スケール値: 0.130
      画面幅比: 0.093
      クロップ効率: 0.363
    吹き出し11: 013.png
      元サイズ: 1024x1536
      クロップ後: 506x1326
      最終サイズ: 74x195
      配置位置: (128,5)
      スケール値: 0.118
      画面幅比: 0.072
      クロップ効率: 0.427
    吹き出し12: 053.png
      元サイズ: 1024x1024
      クロップ後: 821x838
      最終サイズ: 115x117
      配置位置: (858,56)
      スケール値: 0.114
      画面幅比: 0.112
      クロップ効率: 0.656
    吹き出し13: 078.png
      元サイズ: 1024x1024
      クロップ後: 729x714
      最終サイズ: 107x105
      配置位置: (702,789)
      スケール値: 0.104
      画面幅比: 0.104
      クロップ効率: 0.496
    吹き出し14: 022.png
      元サイズ: 1024x1024
      クロップ後: 670x914
      最終サイズ: 88x120
      配置位置: (127,709)
      スケール値: 0.101
      画面幅比: 0.086
      クロップ効率: 0.584
    吹き出し15: 026.png
      元サイズ: 1024x1536
      クロップ後: 772x1367
      最終サイズ: 50x88
      配置位置: (394,69)
      スケール値: 0.065
      画面幅比: 0.049
      クロップ効率: 0.671
    吹き出し16: 094.png
      元サイズ: 1024x1024
      クロップ後: 899x647
      最終サイズ: 81x58
      配置位置: (14,677)
      スケール値: 0.068
      画面幅比: 0.079
      クロップ効率: 0.555
    吹き出し17: 015.png
      元サイズ: 1024x1024
      クロップ後: 740x769
      最終サイズ: 103x107
      配置位置: (444,756)
      スケール値: 0.103
      画面幅比: 0.101
      クロップ効率: 0.543

画像 009.png:
  背景ファイル: 009.png
  背景サイズ: 1024x1024
  配置した吹き出し数: 12
  合成成功数: 12
    吹き出し1: 044.png
      元サイズ: 1024x1024
      クロップ後: 856x767
      最終サイズ: 129x116
      配置位置: (190,35)
      スケール値: 0.120
      画面幅比: 0.126
      クロップ効率: 0.626
    吹き出し2: 085.png
      元サイズ: 1024x1024
      クロップ後: 430x850
      最終サイズ: 57x113
      配置位置: (408,642)
      スケール値: 0.079
      画面幅比: 0.056
      クロップ効率: 0.349
    吹き出し3: 096.png
      元サイズ: 1024x1024
      クロップ後: 805x715
      最終サイズ: 114x102
      配置位置: (470,500)
      スケール値: 0.106
      画面幅比: 0.111
      クロップ効率: 0.549
    吹き出し4: 045.png
      元サイズ: 1024x1024
      クロップ後: 751x677
      最終サイズ: 75x67
      配置位置: (726,730)
      スケール値: 0.070
      画面幅比: 0.073
      クロップ効率: 0.485
    吹き出し5: 031.png
      元サイズ: 1024x1536
      クロップ後: 643x1480
      最終サイズ: 66x152
      配置位置: (72,142)
      スケール値: 0.098
      画面幅比: 0.064
      クロップ効率: 0.605
    吹き出し6: 007.png
      元サイズ: 1024x1024
      クロップ後: 678x805
      最終サイズ: 84x100
      配置位置: (271,259)
      スケール値: 0.090
      画面幅比: 0.082
      クロップ効率: 0.521
    吹き出し7: 049.png
      元サイズ: 1024x1024
      クロップ後: 662x862
      最終サイズ: 82x106
      配置位置: (471,13)
      スケール値: 0.092
      画面幅比: 0.080
      クロップ効率: 0.544
    吹き出し8: 090.png
      元サイズ: 1024x1024
      クロップ後: 792x902
      最終サイズ: 97x110
      配置位置: (157,284)
      スケール値: 0.102
      画面幅比: 0.095
      クロップ効率: 0.681
    吹き出し9: 039.png
      元サイズ: 1024x1024
      クロップ後: 801x843
      最終サイズ: 97x102
      配置位置: (80,537)
      スケール値: 0.098
      画面幅比: 0.095
      クロップ効率: 0.644
    吹き出し10: 024.png
      元サイズ: 1024x1536
      クロップ後: 725x1341
      最終サイズ: 83x154
      配置位置: (315,144)
      スケール値: 0.111
      画面幅比: 0.081
      クロップ効率: 0.618
    吹き出し11: 023.png
      元サイズ: 1024x1024
      クロップ後: 627x940
      最終サイズ: 108x162
      配置位置: (785,107)
      スケール値: 0.130
      画面幅比: 0.105
      クロップ効率: 0.562
    吹き出し12: 099.png
      元サイズ: 1024x1024
      クロップ後: 827x650
      最終サイズ: 89x70
      配置位置: (549,123)
      スケール値: 0.077
      画面幅比: 0.087
      クロップ効率: 0.513

画像 010.png:
  背景ファイル: 010.png
  背景サイズ: 1024x1024
  配置した吹き出し数: 17
  合成成功数: 17
